pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Class
40,12,13.741268009878722,0,306.3408152039685,2094,51.83246820141513,12378,306.3408152039685,0,1088,4357,44,890,1207,101,770,140,389,384,75,112,75,0.03605810157672098,0.05405805972444597,0.03605810157672098,5,6,30,1.25,0,0,0,0,4,2,6,0.008951354717204263,0,0.008951354717204263,0.008951354717204263,0.10716108380121424,0.05805621925920925,0.15626594834321922,138,395,222,26,27,118,0,123,88,0,8,0
42,15,11.46899474969497,0,281.57091937350765,2067,49.22292176958648,11828,281.57091937350765,0,909,3841,45,1249,946,103,824,135,375,428,101,142,101,0.04771453793107561,0.06693635435915817,0.04771453793107561,11,76,71,1.9947237065302144,3,0,3,3,7,5,9,0.08634477782775483,0,0.08634477782775483,0.08634477782775483,0.17334397866010606,0.12984437874041294,0.21684357957276418,138,392,222,26,24,118,0,123,87,0,8,0
44,17,11.350705546039679,0,262.6690258384544,2070,46.82724864938911,11600,262.6690258384544,0,875,3797,47,1138,975,109,797,141,357,412,90,133,90,0.042351600224343436,0.06269240777334353,0.042351600224343436,12,77,72,1.8659208342313955,2,0,2,2,6,4,8,0.04614981929315911,0,0.04614981929315911,0.04614981929315911,0.13223811293543855,0.08919396614502176,0.17528225978730122,138,392,222,26,24,118,0,123,87,0,8,0
42,12,13.514373315274726,0,304.06437469815654,2145,50.91350481431246,12813,304.06437469815654,0,1126,4571,46,903,1249,105,778,143,426,395,71,111,71,0.03388025948117745,0.05270135571208824,0.03388025948117745,5,6,30,1.25,2,0,2,2,6,4,8,0.046766365228738394,0,0.046766365228738394,0.046766365228738394,0.13741309232640758,0.09208972877757299,0.18273645587524218,138,395,222,26,27,118,0,123,88,0,8,0
40,13,12.991648371584859,0,298.1057999903662,2076,51.053992182692966,12121,298.1057999903662,0,1016,4146,44,1015,1116,101,788,138,380,399,85,123,85,0.04052376027518208,0.058826754596065074,0.04052376027518208,7,30,44,1.5134277598468053,1,0,1,1,5,3,7,0.030542349059372587,0,0.030542349059372587,0.030542349059372587,0.1259609964546008,0.0782516729326052,0.1736703203278334,138,393,222,26,25,118,0,123,87,0,8,0
41,15,12.253067628311458,0,282.98889937266534,2026,48.939422045234785,11712,282.98889937266534,0,949,3879,45,1111,1022,102,770,135,373,401,86,126,86,0.041294360392927124,0.0605869101562349,0.041294360392927124,9,55,59,1.7745258989403743,2,0,2,2,6,4,8,0.06081459716103789,0,0.06081459716103789,0.06081459716103789,0.1516924070973247,0.10625350247886524,0.18961550904649785,137,392,222,26,24,118,0,122,87,0,8,0
42,16,11.376164479942606,0,281.10947183660454,2067,49.21428571,11806,281.10947183660454,0,907,3833,45,1252,940,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.364647046365306,0,281.1339380614213,2067,49.21428571,11807,281.1339380614213,0,907,3832,45,1252,937,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
44,17,11.336370862105877,0,264.2855485823365,2069,47.04080141305159,11617,264.2855485823365,0,878,3799,47,1149,971,108,799,140,358,414,91,134,91,0.04284082007128057,0.06308151304913662,0.04284082007128057,12,77,72,1.8779160298116921,2,0,2,2,6,4,8,0.04980053099881173,0,0.04980053099881173,0.04980053099881173,0.13596649932607538,0.09288351523514966,0.17904948356241332,138,392,222,26,24,118,0,123,87,0,8,0
41,14,12.506159707493243,0,292.8923081593693,2073,50.44775057568825,12033,292.8923081593693,0,982,4046,44,1093,1061,102,800,137,378,408,90,129,90,0.042928093350460945,0.06153384778353842,0.042928093350460945,8,46,53,1.6737687387870857,2,0,2,2,6,4,8,0.049132607543001965,0,0.049132607543001965,0.049132607543001965,0.14176271601603418,0.09544766206203056,0.18807777053506278,138,393,222,26,25,118,0,123,87,0,8,0
42,16,11.126385384428332,0,272.87527488387593,2029,48.13275335802883,11522,273.82998197082185,0,883,3761,45,1197,923,103,809,133,355,411,97,138,97,0.04605877078607068,0.06576979611601207,0.04605877078607068,11,71,67,1.924292735331735,3,0,3,3,7,5,9,0.08247431569044056,0,0.08462203953658956,0.08247431569044056,0.17139180202027113,0.12585919743228136,0.21477668376211195,138,391,221,26,24,117,0,123,87,0,8,0
46,18,11.525454246151252,0,245.41593031606902,2073,44.540852728571934,11420,245.41593031606902,0,845,3767,50,1030,1023,115,770,146,340,396,79,124,79,0.037113783381159074,0.05852646442480485,0.037113783381159074,12,77,72,1.737494651522085,0,0,0,0,4,2,6,0.007063589694761743,0,0.007063589694761743,0.007063589694761743,0.09232026177498377,0.049691925316104044,0.1349485973963261,138,392,222,26,24,118,0,122,87,0,8,0
41,15,12.300434030981588,0,283.06629273740083,2032,48.977361460212066,11739,283.06629273740083,0,944,3877,45,1130,1021,102,778,135,373,405,88,129,88,0.04219509016727837,0.06147786785764054,0.04219509016727837,10,58,61,1.8056480754348139,2,0,2,2,6,4,8,0.0644229654610734,0,0.0644229654610734,0.0644229654610734,0.15475952012330751,0.10959124316262252,0.19344940033935043,137,392,222,26,24,118,0,122,87,0,8,0
41,15,14.0173106841482,0,278.0319396660162,1963,47.37527652953556,11497,278.0319396660162,0,1003,3943,46,834,1194,103,671,140,361,350,56,96,56,0.028341856416343625,0.04827542070390984,0.028341856416343625,6,21,39,1.3529004952832042,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.09669910031765838,0.04834955004801327,0.12558944626894622,137,394,222,26,26,118,0,120,87,0,8,0
42,16,11.405985298553196,0,281.2866638713716,2067,49.21428571,11814,281.2866638713716,0,907,3833,45,1252,941,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
41,15,12.036912978282665,0,282.5310359166987,2034,48.995335406777926,11728,282.5310359166987,0,941,3868,45,1139,1002,102,781,135,373,407,89,130,89,0.042621814428687226,0.061899962561185434,0.042621814428687226,10,59,61,1.8203923285462325,3,0,3,3,7,5,8,0.0661324440878156,0,0.0661324440878156,0.0661324440878156,0.15621257694227708,0.1111725108953079,0.19526572136797715,137,392,222,26,24,118,0,123,87,0,8,0
40,12,13.78905742481191,0,306.83650051836736,2084,52.00947084277409,12296,306.83650051836736,0,1081,4317,44,887,1200,101,768,140,382,382,75,112,75,0.036477578357606996,0.05431937611321607,0.036477578357606996,5,6,30,1.25,0,0,0,0,4,2,6,0.0016677601393382535,0,0.0016677601393382535,0.0016677601393382535,0.10133420811658507,0.05150098412796166,0.15116743210520847,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.369864119654222,0,281.1947190470901,2067,49.21428571,11810,281.1947190470901,0,907,3833,45,1252,938,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,14,13.402269347318732,0,285.41064876697834,1986,48.66953697190189,11643,285.41064876697834,0,992,3931,45,973,1121,101,717,136,371,374,71,110,71,0.03488694685348684,0.05424901104196744,0.03488694685348684,7,34,46,1.553135798684222,1,0,1,1,5,3,7,0.03514617966302949,0,0.03514617966302949,0.03514617966302949,0.12987425243064832,0.08251021624892944,0.16234281563935568,137,393,222,26,25,118,0,121,87,0,8,0
45,17,12.358543179931484,0,254.14021645951036,2037,45.207798218312725,11422,254.14021645951036,0,894,3821,49,952,1084,112,734,145,345,379,70,114,70,0.03356454592035529,0.05461456241283856,0.03356454592035529,10,58,61,1.5940910769696586,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.08896205384104577,0.04448102654996327,0.1269710614700079,137,392,222,26,24,118,0,121,87,0,8,0
41,12,13.5722810360611,0,304.588034564925,2128,51.20657351819306,12666,304.588034564925,0,1114,4501,46,899,1233,104,775,142,413,391,72,111,72,0.03457480005717348,0.053134025274370666,0.03457480005717348,5,6,30,1.25,1,0,1,1,5,3,7,0.03470669421965994,0,0.03470669421965994,0.03470669421965994,0.1277653554821618,0.08123602485091087,0.17429468611341276,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.23814219378364,0,280.85942685294367,2067,49.21428571,11796,280.85942685294367,0,907,3830,45,1252,930,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
43,13,13.675997873837144,0,304.2390870452881,2169,50.449121290588714,13082,304.2390870452881,0,1148,4709,48,918,1298,107,783,145,439,399,70,111,70,0.03282821506929614,0.0520561691358052,0.03282821506929614,5,6,30,1.25,0,0,0,0,4,2,6,0.020361869800072492,0,0.020361869800072492,0.020361869800072492,0.11149099839133157,0.06592643409570204,0.15705556268696114,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.213446278202479,0,280.790299946712,2067,49.21428571,11793,280.790299946712,0,907,3829,45,1252,929,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
38,15,11.968146745760013,0,232.31862597831204,1574,41.69332229621391,8806,237.23910805554738,0,650,3065,41,686,841,93,621,125,184,249,42,79,42,0.026107787026040302,0.04893604868175547,0.026107787026040302,3,11,21,1.1300630123487734,1,0,1,1,5,3,7,0.022138384826050843,0,0.03320757749920229,0.022138384826050843,0.13745284149716935,0.07426101708516039,0.1895754737562789,138,391,221,26,25,116,0,120,87,0,8,0
44,17,11.486151349888246,0,264.7316324124823,2069,47.05448577012772,11632,264.7316324124823,0,879,3803,47,1149,979,108,799,140,358,414,91,134,91,0.04287216904077834,0.06310644672568025,0.04287216904077834,12,77,72,1.878684676101741,2,0,2,2,6,4,8,0.050034466826685796,0,0.050034466826685796,0.050034466826685796,0.1362054125099287,0.09311993974370361,0.17929088542694654,138,392,222,26,24,118,0,123,87,0,8,0
39,13,14.723182714806,0,288.18947949194796,1931,48.29533625279295,11524,288.18947949194796,0,1049,3994,44,783,1240,99,644,137,368,337,50,88,50,0.02610680143944197,0.04556705267432455,0.02610680143944197,4,5,29,1.2496291254706127,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.10003708745293874,0.05001854372646937,0.12509271863234683,137,395,222,26,27,118,0,120,88,0,8,0
40,12,13.854388919010766,0,307.7114448661507,2082,52.05,12308,307.7114448661507,0,1080,4317,44,887,1209,101,768,140,383,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
40,14,13.819054548175068,0,286.3060067447795,1966,48.534343584926376,11596,286.3060067447795,0,1013,3953,45,903,1160,100,691,137,370,361,64,102,64,0.03167728457964455,0.051074170592343565,0.03167728457964455,6,24,40,1.4422349729110184,1,0,1,1,5,3,6,0.02228811286814182,0,0.02228811286814182,0.02228811286814182,0.11894489575850124,0.07061650444147818,0.14868111976220488,137,394,222,26,26,118,0,121,87,0,8,0
41,15,12.733860778917537,0,283.9884873656159,2014,48.856273158788895,11701,283.9884873656159,0,963,3898,45,1068,1060,101,754,136,372,393,82,121,82,0.03932030049319491,0.05863426695426099,0.03932030049319491,9,49,55,1.706317827708009,2,0,2,2,6,4,8,0.05290641496544492,0,0.05290641496544492,0.05290641496544492,0.14497045229473154,0.09893843393430012,0.18121306552052038,137,393,222,26,25,118,0,122,87,0,8,0
42,12,13.385500797346907,0,302.6506971549571,2167,50.51477606362516,12985,302.6506971549571,0,1142,4659,47,909,1261,106,782,144,441,399,70,111,70,0.03293531622213414,0.05211269581171356,0.03293531622213414,5,6,30,1.25,2,0,2,2,6,4,8,0.06317390889163559,0,0.06317390889163559,0.06317390889163559,0.15053912730704178,0.1068565180993387,0.19422173651474492,138,395,222,26,27,118,0,123,88,0,8,0
40,14,13.579872644604906,0,285.838519600267,1979,48.619919172128455,11630,285.838519600267,0,1000,3939,45,947,1137,101,707,136,371,369,68,107,68,0.033708957429546355,0.05308380169803286,0.033708957429546355,7,30,44,1.5124336971167849,1,0,1,1,5,3,6,0.0304270954091694,0,0.0304270954091694,0.0304270954091694,0.12586303085285588,0.07814506330596843,0.15732878865354774,137,393,222,26,25,118,0,121,87,0,8,0
42,16,11.45238095,0,281.33994629777976,2067,49.21428571,11816,281.33994629777976,0,908,3834,45,1252,942,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.220977353848605,0,277.2984780236578,2067,48.759890770783265,11754,277.2984780236578,0,901,3822,45,1230,937,104,819,136,371,425,99,141,99,0.046779016037641355,0.06621379158855348,0.046779016037641355,12,77,72,1.9744767706438275,3,0,3,3,7,5,9,0.07918858261519425,0,0.07918858261519425,0.07918858261519425,0.16597982837755854,0.1225842059070451,0.20937545166940938,138,392,222,26,24,118,0,123,87,0,8,0
42,16,11.181486401578029,0,257.57517295640696,1954,45.9779348869324,11002,260.4320149741186,0,836,3632,45,1090,927,103,778,131,317,377,87,128,87,0.0425497967824955,0.06323563627498376,0.0425497967824955,9,60,59,1.77345544229465,3,0,3,3,7,5,9,0.07354407802394766,0,0.07997087406434156,0.07354407802394766,0.1663685434711364,0.11674291322734509,0.20956737867453384,138,391,221,26,24,117,0,123,87,0,8,0
40,14,14.110622898884477,0,286.91780042118944,1957,48.471641182648845,11582,286.91780042118944,0,1023,3965,45,871,1185,100,678,137,370,355,60,99,60,0.03018865011628944,0.04960168641621054,0.03018865011628944,6,19,37,1.39079940830163,0,0,0,0,4,2,5,0.01632456912742355,0,0.01632456912742355,0.01632456912742355,0.11387588362689724,0.06510022647102667,0.14234485458055468,137,394,222,26,26,118,0,120,87,0,8,0
40,12,13.818147901246254,0,307.1496269137088,2082,52.05,12285,307.1496269137088,0,1077,4312,44,887,1206,101,768,140,383,382,76,113,76,0.036573628,0.054379211,0.036573628,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1,0.05,0.15,138,395,222,26,27,118,0,123,88,0,8,0
40,14,14.676107408963466,0,288.1209720759549,1934,48.31365933419888,11533,288.1209720759549,0,1047,3993,45,790,1236,100,647,137,369,339,51,89,51,0.02643796089793631,0.0458916886568074,0.02643796089793631,5,7,30,1.2612049226375435,0,0,0,0,4,2,5,0.0012991214691197826,0,0.0012991214691197826,0.0012991214691197826,0.10110425323829389,0.051201687361176786,0.12638031655160234,137,394,222,26,26,118,0,120,87,0,8,0
44,17,11.346858576316608,0,263.10284873131275,2070,46.8845593665198,11605,263.10284873131275,0,876,3797,47,1141,974,109,797,140,357,412,90,133,90,0.04248289115114617,0.0627968311580499,0.04248289115114617,12,77,72,1.869139960263949,2,0,2,2,6,4,8,0.047129553305026176,0,0.047129553305026176,0.047129553305026176,0.13323869234318342,0.09018412286609467,0.17629326190425193,138,392,222,26,24,118,0,123,87,0,8,0
46,18,11.618894351130509,0,243.4868337263625,2070,44.241313891683404,11388,243.4868337263625,0,845,3767,50,1004,1035,116,762,147,337,392,76,122,76,0.03589335701956807,0.05744120251079888,0.03589335701956807,11,75,70,1.701638596925719,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.08551208430025259,0.04275604166374627,0.12758712735188774,137,392,222,26,24,118,0,121,87,0,8,0
41,15,13.088550880663576,0,284.74315538753416,1999,48.757181854072314,11671,284.74315538753416,0,978,3915,45,1018,1092,101,735,136,372,383,76,116,76,0.03696774738738195,0.05630723684237256,0.03696774738738195,8,41,51,1.625031991426658,2,0,2,2,6,4,7,0.043481970150927994,0,0.043481970150927994,0.043481970150927994,0.13695967427825895,0.0902208224646148,0.17119959297283435,137,393,222,26,25,118,0,122,87,0,8,0
45,17,12.436483992966668,0,255.26282124094774,2033,45.30964191936389,11425,255.26282124094774,0,899,3827,49,946,1089,112,731,145,346,378,69,113,69,0.03331914645048491,0.05431670399839339,0.03331914645048491,10,56,60,1.5827582108595593,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.08932559586326724,0.04466279757327863,0.1269061432630869,137,392,222,26,24,118,0,121,87,0,8,0
44,17,12.451707842081138,0,255.48209488131982,2033,45.329534618422116,11426,255.48209488131982,0,900,3828,49,945,1090,112,731,145,346,377,69,113,69,0.03327121361072366,0.05425852457502837,0.03327121361072366,9,56,59,1.5805446100902585,0,0,0,0,4,2,5,0.0,0,0.0,0.0,0.08939660498772391,0.04469830213789083,0.1268934630645047,137,392,222,26,24,118,0,121,87,0,8,0
40,12,13.822417555663035,0,306.71027798909057,2102,51.67405041752597,12482,306.71027798909057,0,1093,4410,44,895,1234,102,771,141,396,386,74,112,74,0.03569915186555074,0.05383791371704495,0.03569915186555074,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09836898232715652,0.04918449116357826,0.14755347349073478,138,395,222,26,27,118,0,123,88,0,8,0
45,18,11.50833407366602,0,253.82649222321194,2071,45.635780464890374,11512,253.82649222321194,0,860,3782,49,1082,1003,112,783,144,348,404,84,128,84,0.03962211139519293,0.06052148500663656,0.03962211139519293,12,77,72,1.7989964186647005,1,0,1,1,5,3,7,0.025781518862558826,0,0.025781518862558826,0.025781518862558826,0.11143644458998456,0.06860898152275915,0.1542639072501849,138,392,222,26,24,118,0,122,87,0,8,0
41,15,11.675988855941887,0,283.72983283703365,2068,49.47602233517695,11859,283.72983283703365,0,923,3880,44,1218,969,102,819,135,375,424,99,140,99,0.04678193367063819,0.06587297408164995,0.04678193367063819,11,70,68,1.9307749481056813,3,0,3,3,7,5,9,0.07893042900266738,0,0.07893042900266738,0.07893042900266738,0.1670908640168773,0.12301064696362231,0.21117108197783227,138,392,222,26,24,118,0,123,87,0,8,0
42,12,13.51295561898843,0,304.0489029607311,2145,50.90903702234812,12815,304.0489029607311,0,1126,4572,46,903,1249,105,778,143,426,395,71,111,71,0.033869671305902314,0.052694759724294306,0.033869671305902314,5,6,30,1.25,2,0,2,2,6,4,8,0.04695021324974344,0,0.04695021324974344,0.04695021324974344,0.1375601707437754,0.09225519199675943,0.1828651494907914,138,395,222,26,27,118,0,123,88,0,8,0
41,12,13.594506490270387,0,304.8262697397805,2126,51.243420664136984,12654,304.8262697397805,0,1111,4495,46,898,1237,104,775,142,414,391,72,111,72,0.0346621237380334,0.05318842425418602,0.0346621237380334,5,6,30,1.25,1,0,1,1,5,3,7,0.03319044751087387,0,0.03319044751087387,0.03319044751087387,0.12655235811048313,0.0798714028106785,0.17323331341028778,138,395,222,26,27,118,0,123,88,0,8,0
40,14,14.22530244742613,0,287.1665298337137,1951,48.42925824133584,11566,287.1665298337137,0,1029,3972,45,850,1196,100,670,137,369,350,58,96,58,0.029182425397535596,0.048606378291568865,0.029182425397535596,5,16,35,1.3560321515928346,0,0,0,0,4,2,5,0.012293582830252872,0,0.012293582830252872,0.012293582830252872,0.1104495453067516,0.06137156413919034,0.13806193166878356,137,394,222,26,26,118,0,120,87,0,8,0
43,16,11.294081204078532,0,269.0545546063194,2069,47.67081693259742,11667,269.0545546063194,0,886,3808,46,1178,958,107,807,138,363,418,94,136,94,0.04428409849462786,0.06422943714191143,0.04428409849462786,12,77,72,1.9133038152281285,2,0,2,2,6,4,8,0.06057072658187622,0,0.06057072658187622,0.06057072658187622,0.1469658479117825,0.10376828744339273,0.19016340877329901,138,392,222,26,24,118,0,123,87,0,8,0
42,16,11.45238095,0,281.3872595473286,2067,49.21428571,11818,281.3872595473286,0,908,3834,45,1252,943,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
43,15,11.971371642637154,0,231.8370753134307,1774,41.827780909306014,9943,238.08334870732415,0,799,3444,45,739,1007,102,662,129,246,284,52,92,52,0.028926327025741584,0.051429162895696205,0.028926327025741584,5,15,30,1.25,1,0,1,1,5,3,7,0.028103426036749736,0,0.042155139385339865,0.028103426036749736,0.1323189401734129,0.0731853267610015,0.1689116038841289,137,391,221,26,25,116,0,120,87,0,8,0
46,18,11.117880302875735,0,225.5305037218211,1912,41.74119627216797,10428,229.5412094296391,0,767,3506,48,885,969,111,725,138,272,335,66,111,66,0.03370990726805064,0.05636049124725335,0.03370990726805064,9,53,54,1.5174008807248527,0,0,1,0,5,2,7,0.01804509090572729,0,0.027067636570620758,0.01804509090572729,0.11217401957062076,0.06059828232978693,0.1547272109946804,138,390,221,26,24,117,0,121,87,0,8,0
40,12,13.803165670964765,0,306.5128736487812,2101,51.685156464983976,12468,306.5128736487812,0,1095,4403,44,895,1225,102,771,141,393,385,74,112,74,0.03572498504612293,0.05385390435407088,0.03572498504612293,5,6,30,1.25,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.09841716474449091,0.04920858237224546,0.14762574711673637,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.45238095,0,281.3282026048809,2067,49.21428571,11815,281.3282026048809,0,908,3835,45,1252,944,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
42,16,11.227327294918382,0,280.83189801789183,2067,49.21428571,11794,280.83189801789183,0,907,3829,45,1252,930,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
40,14,13.122416896847986,0,284.8303738007249,1993,48.714544903093845,11647,284.8303738007249,0,985,3920,45,996,1099,101,726,136,371,379,74,113,74,0.03595549215738292,0.0553059636318746,0.03595549215738292,8,38,49,1.590056367413185,1,0,1,1,5,3,7,0.03942682532560627,0,0.03942682532560627,0.03942682532560627,0.1335128012093794,0.08646981349419708,0.16689100162507636,137,393,222,26,25,118,0,121,87,0,8,0
44,17,11.368633588848413,0,260.6472799047846,2070,46.56016336822462,11579,260.6472799047846,0,872,3793,48,1126,981,110,794,141,355,410,88,132,88,0.04173974478342313,0.06220576320735686,0.04173974478342313,12,77,72,1.8509187329743486,1,0,1,1,5,3,7,0.04158396237970877,0,0.04158396237970877,0.04158396237970877,0.12757511017043108,0.08457953625328549,0.1705706840440078,138,392,222,26,24,118,0,122,87,0,8,0
35,14,12.661175580170994,0,246.77890147086038,1515,43.259992434859186,8648,249.4732982822336,0,641,3017,38,671,819,88,596,126,185,246,37,71,37,0.024015487258044317,0.04623514631555156,0.024015487258044317,2,7,17,1.0712209414137397,0,0,0,0,4,2,6,0.012122713292714686,0,0.01818407008151391,0.012122713292714686,0.13181902624495725,0.06894019151687823,0.1886365044691208,138,393,221,26,26,117,0,120,87,0,8,0
45,18,11.506828127811556,0,254.5893530477079,2071,45.73209385699371,11521,254.5893530477079,0,861,3784,49,1087,1002,112,784,143,348,405,84,129,84,0.03984275205623938,0.06069697348243154,0.03984275205623938,12,77,72,1.8044063134160848,1,0,1,1,5,3,7,0.027428008572794857,0,0.027428008572794857,0.027428008572794857,0.11311796598167995,0.0702729870926595,0.1559629445015446,138,392,222,26,24,118,0,122,87,0,8,0
34,14,13.13155865111327,0,260.1538355948163,1562,44.96368960535265,9005,260.1538355948163,0,669,3110,38,720,836,89,604,130,214,270,39,73,39,0.024232020124674257,0.04573813723129125,0.024232020124674257,3,16,23,1.1337200259376392,0,0,0,0,4,2,6,0.0,0,0.0,0.0,0.1175315942970319,0.05876579705491193,0.17629739135194383,138,394,222,26,26,118,0,120,87,0,8,0
33,13,13.074275805051748,0,267.3148091881852,1559,45.904284715308265,9071,267.3148091881852,0,681,3121,37,764,817,86,614,128,220,276,44,76,44,0.0263378214629,0.047404014279144396,0.0263378214629,3,15,23,1.18433418746536,0,0,0,0,4,2,6,0.0160290598276837,0,0.0160290598276837,0.0160290598276837,0.13401634603786322,0.07502270302494055,0.19300998923512006,138,394,222,26,26,118,0,120,87,0,8,0
41,15,11.659560567226603,0,281.76962388168545,2058,49.15640504606096,11797,281.76962388168545,0,916,3844,45,1222,960,102,813,135,374,423,98,139,98,0.04644581171312353,0.06568247306293575,0.04644581171312353,11,72,69,1.9525197676399422,3,0,3,3,7,5,9,0.08145156750695667,0,0.08145156750695667,0.08145156750695667,0.16923383172522805,0.12534270008443887,0.21154228989070833,137,392,222,26,24,118,0,123,87,0,8,0
40,12,13.75683801728287,0,306.7104634554379,2102,51.67761900276011,12481,306.7104634554379,0,1095,4403,44,892,1224,102,771,141,397,386,74,112,74,0.03569112601705767,0.053829449387979775,0.03569112601705767,5,6,30,1.25,0,0,0,0,4,2,6,0.015323343152243117,0,0.015323343152243117,0.015323343152243117,0.11225867456878608,0.0637910088605146,0.16072634027705757,138,395,222,26,27,118,0,123,88,0,8,0
41,12,13.61897775513626,0,305.20595378157304,2126,51.243159960033964,12670,305.20595378157304,0,1113,4499,46,898,1238,104,775,142,414,391,72,111,72,0.034661505897999725,0.05318803936583512,0.034661505897999725,5,6,30,1.25,1,0,1,1,5,3,7,0.03320117539028051,0,0.03320117539028051,0.03320117539028051,0.12656094041404134,0.07988105790216093,0.17324082292592177,138,395,222,26,27,118,0,123,88,0,8,0
42,16,11.45238095,0,281.3832087380819,2067,49.21428571,11818,281.3832087380819,0,908,3834,45,1252,943,103,825,135,375,429,102,143,102,0.047819972,0.067041725,0.047819972,12,77,72,2.0,4,0,4,4,8,6,10,0.086956522,0,0.086956522,0.086956522,0.173913043,0.130434783,0.217391304,138,392,222,26,24,118,0,124,87,0,8,0
